t,vout,code
34139398100.0,2.9142914291429145,650.0
34143413900.0,2.914791479147915,651.0
34147460100.0,2.915291529152915,650.0
34151402100.0,2.915791579157916,650.0
34155398700.0,2.916291629162916,651.0
34159418900.0,2.916791679167917,651.0
34163437500.0,2.9172917291729172,651.0
34167418500.0,2.917791779177918,651.0
34171415900.0,2.9182918291829183,651.0
34175413500.0,2.9187918791879186,652.0
34179505600.0,2.9192919291929194,652.0
34183418500.0,2.9197919791979197,652.0
34187405600.0,2.9202920292029204,651.0
34191405500.0,2.9207920792079207,652.0
34195454100.0,2.9212921292129215,652.0
34199410700.0,2.921792179217922,652.0
34203407400.0,2.922292229222922,652.0
34207406700.0,2.922792279227923,652.0
34211423200.0,2.923292329232923,652.0
34215408200.0,2.923792379237924,652.0
34219409000.0,2.924292429242924,653.0
34223409400.0,2.924792479247925,653.0
34227430000.0,2.9252925292529253,653.0
34231449100.0,2.925792579257926,653.0
34235448400.0,2.9262926292629263,653.0
34239423900.0,2.9267926792679266,653.0
34243431200.0,2.9272927292729274,654.0
34247410300.0,2.9277927792779277,653.0
34251412500.0,2.9282928292829284,653.0
34255411900.0,2.9287928792879288,654.0
34259432700.0,2.9292929292929295,654.0
34263414700.0,2.92979297929793,654.0
34267415900.0,2.93029302930293,653.0
34271413900.0,2.930793079307931,654.0
34275420600.0,2.931293129312931,654.0
34279415900.0,2.931793179317932,654.0
34283415400.0,2.9322932293229322,655.0
34287414300.0,2.932793279327933,654.0
34291425100.0,2.9332933293329333,654.0
34295429900.0,2.9337933793379336,655.0
34299416800.0,2.9342934293429344,655.0
34303431500.0,2.9347934793479347,655.0
34307418800.0,2.9352935293529354,655.0
34311423000.0,2.9357935793579357,655.0
34315431400.0,2.9362936293629365,655.0
34319418400.0,2.936793679367937,656.0
34323422100.0,2.937293729372937,656.0
34327429600.0,2.937793779377938,655.0
34331428000.0,2.938293829382938,655.0
34335420800.0,2.938793879387939,656.0
34339429000.0,2.939293929392939,656.0
34343431100.0,2.93979397939794,656.0
34347424900.0,2.9402940294029403,656.0
34351422700.0,2.940794079407941,656.0
34355433400.0,2.9412941294129413,657.0
34359438600.0,2.9417941794179416,657.0
34363424200.0,2.9422942294229424,657.0
34367425800.0,2.9427942794279427,656.0
34371436200.0,2.9432943294329434,656.0
34375432800.0,2.9437943794379438,657.0
34379428300.0,2.9442944294429445,657.0
34383428400.0,2.944794479447945,657.0
34387434600.0,2.945294529452945,658.0
34391428900.0,2.945794579457946,657.0
34395430800.0,2.946294629462946,658.0
34399429200.0,2.946794679467947,657.0
34403441300.0,2.9472947294729472,658.0
34407431100.0,2.947794779477948,658.0
34411434100.0,2.9482948294829483,657.0
34415430500.0,2.9487948794879486,658.0
34419459400.0,2.9492949294929494,660.0
34423449300.0,2.9497949794979497,659.0
34427442200.0,2.9502950295029504,658.0
34431433700.0,2.9507950795079507,658.0
34435438100.0,2.9512951295129515,659.0
34439429500.0,2.951795179517952,659.0
34443441900.0,2.952295229522952,659.0
34447433300.0,2.952795279527953,659.0
34451437700.0,2.953295329532953,659.0
34455434200.0,2.953795379537954,660.0
34459446300.0,2.954295429542954,659.0
34463435200.0,2.954795479547955,660.0
34467440300.0,2.9552955295529553,659.0
34471437900.0,2.955795579557956,659.0
34475450600.0,2.9562956295629563,660.0
34479442600.0,2.9567956795679566,660.0
34483440200.0,2.9572957295729574,660.0
34487439300.0,2.9577957795779577,660.0
34491441100.0,2.9582958295829584,660.0
34495459400.0,2.9587958795879588,660.0
34499436800.0,2.9592959295929595,660.0
34503443800.0,2.95979597959796,661.0
34507443600.0,2.96029602960296,661.0
34511456500.0,2.960796079607961,660.0
34515441300.0,2.961296129612961,661.0
34519443000.0,2.961796179617962,661.0
34523444000.0,2.9622962296229622,661.0
34527450600.0,2.962796279627963,661.0
34531443400.0,2.9632963296329633,661.0
34535445300.0,2.9637963796379636,662.0
34539445300.0,2.9642964296429644,662.0
34543452600.0,2.9647964796479647,662.0
34547446000.0,2.9652965296529654,662.0
34551445800.0,2.9657965796579657,661.0
34555458600.0,2.9662966296629665,662.0
34559456500.0,2.966796679667967,662.0
34563450600.0,2.967296729672967,662.0
34567448500.0,2.967796779677968,662.0
34571448700.0,2.968296829682968,662.0
34575460000.0,2.968796879687969,664.0
34579467600.0,2.969296929692969,663.0
34583450400.0,2.96979697969797,663.0
34587451200.0,2.9702970297029703,663.0
34591472900.0,2.970797079707971,663.0
34595456800.0,2.9712971297129713,663.0
34599453200.0,2.9717971797179716,664.0
34603465500.0,2.9722972297229724,663.0
34607460600.0,2.9727972797279727,664.0
34611463900.0,2.9732973297329734,663.0
34615455500.0,2.9737973797379738,664.0
34619457600.0,2.9742974297429745,664.0
34623466300.0,2.974797479747975,664.0
34627469800.0,2.975297529752975,664.0
34631459700.0,2.975797579757976,664.0
34635455200.0,2.976297629762976,665.0
34639456100.0,2.976797679767977,665.0
34643465900.0,2.9772977297729772,665.0
34647459700.0,2.977797779777978,664.0
34651457100.0,2.9782978297829783,664.0
34655479900.0,2.9787978797879786,665.0
34659473200.0,2.9792979297929794,665.0
34663456000.0,2.9797979797979797,665.0
34667459100.0,2.9802980298029804,665.0
34671460800.0,2.9807980798079807,665.0
34675466200.0,2.9812981298129815,666.0
34679458200.0,2.981798179817982,666.0
34683479400.0,2.982298229822982,666.0
34687458800.0,2.982798279827983,666.0
34691461400.0,2.983298329832983,665.0
34695465500.0,2.983798379837984,666.0
34699466600.0,2.984298429842984,666.0
34703459700.0,2.984798479847985,667.0
34707464200.0,2.9852985298529853,666.0
34711470800.0,2.985798579857986,666.0
34715478100.0,2.9862986298629863,667.0
34719465600.0,2.9867986798679866,667.0
34723460200.0,2.9872987298729874,667.0
34727476800.0,2.9877987798779877,666.0
34731466000.0,2.9882988298829884,667.0
34735468800.0,2.9887988798879888,667.0
34739466700.0,2.9892989298929895,668.0
34743476600.0,2.98979897989799,668.0
34747484500.0,2.99029902990299,667.0
34751470300.0,2.990799079907991,667.0
34755470200.0,2.991299129912991,668.0
34759483200.0,2.991799179917992,668.0
34763479400.0,2.9922992299229922,669.0
34767470400.0,2.992799279927993,668.0
34771471100.0,2.9932993299329933,667.0
34775471500.0,2.9937993799379936,668.0
34779490100.0,2.9942994299429944,668.0
34783468000.0,2.9947994799479947,669.0
34787473900.0,2.9952995299529954,668.0
34791474600.0,2.9957995799579957,668.0
34795493700.0,2.9962996299629965,669.0
34799474800.0,2.996799679967997,669.0
34803484000.0,2.997299729972997,670.0
34807487600.0,2.997799779977998,669.0
34811485200.0,2.998299829982998,669.0
34815475200.0,2.998799879987999,670.0
34819474300.0,2.999299929992999,669.0
34823481900.0,2.999799979998,670.0
34827485600.0,3.0003000300030003,669.0
34831478800.0,3.000800080008001,669.0
34835477500.0,3.0013001300130013,670.0
34839478000.0,3.0018001800180016,670.0
34843488000.0,3.0023002300230024,670.0
34847478800.0,3.0028002800280027,670.0
34851485500.0,3.0033003300330035,670.0
34855495600.0,3.0038003800380038,671.0
34859494000.0,3.0043004300430045,671.0
34863507500.0,3.004800480048005,671.0
34867477500.0,3.005300530053005,671.0
34871490200.0,3.005800580058006,671.0
34875481200.0,3.006300630063006,671.0
34879487400.0,3.006800680068007,671.0
34883497000.0,3.0073007300730072,672.0
34887526700.0,3.007800780078008,671.0
34891486300.0,3.0083008300830083,671.0
34895498500.0,3.0088008800880086,672.0
34899487200.0,3.0093009300930094,672.0
34903500200.0,3.0098009800980097,672.0
34907498400.0,3.0103010301030104,672.0
34911491100.0,3.0108010801080107,672.0
34915487900.0,3.0113011301130115,672.0
34919511600.0,3.011801180118012,672.0
34923486800.0,3.012301230123012,673.0
34927497900.0,3.012801280128013,672.0
34931486700.0,3.013301330133013,672.0
34935505400.0,3.013801380138014,673.0
34939490300.0,3.014301430143014,673.0
34943499300.0,3.014801480148015,673.0
34947486900.0,3.0153015301530153,673.0
34951500800.0,3.015801580158016,672.0
34955492900.0,3.0163016301630163,673.0
34959509800.0,3.0168016801680166,674.0
34963492400.0,3.0173017301730174,674.0
34967501300.0,3.0178017801780177,673.0
34971496000.0,3.0183018301830185,673.0
34975494900.0,3.0188018801880188,674.0
34979509500.0,3.0193019301930195,674.0
34983499900.0,3.01980198019802,674.0
34987493500.0,3.02030203020302,674.0
34991497700.0,3.020802080208021,674.0
34995500100.0,3.021302130213021,674.0
34999495800.0,3.021802180218022,674.0
35003496000.0,3.0223022302230222,675.0
35007497600.0,3.022802280228023,674.0
35011503300.0,3.0233023302330233,674.0
35015509900.0,3.0238023802380236,675.0
35019514500.0,3.0243024302430244,675.0
35023498600.0,3.0248024802480247,675.0
35027509900.0,3.0253025302530254,675.0
35031513900.0,3.0258025802580257,675.0
35035502800.0,3.0263026302630265,676.0
35039499700.0,3.026802680268027,676.0
35043510400.0,3.027302730273027,676.0
35047525800.0,3.027802780278028,676.0
35051504900.0,3.028302830283028,675.0
35055503800.0,3.028802880288029,676.0
35059516600.0,3.029302930293029,676.0
35063509900.0,3.02980298029803,676.0
35067509100.0,3.0303030303030303,676.0
35071505900.0,3.030803080308031,676.0
35075505600.0,3.0313031303130313,677.0
35079507300.0,3.0318031803180316,677.0
35083504800.0,3.0323032303230324,677.0
35087512300.0,3.0328032803280327,677.0
35091507500.0,3.0333033303330335,677.0
35095517800.0,3.0338033803380338,677.0
35099511100.0,3.0343034303430345,677.0
35103507500.0,3.034803480348035,678.0
35107519200.0,3.035303530353035,677.0
35111522300.0,3.035803580358036,677.0
35115511500.0,3.036303630363036,678.0
35119510700.0,3.036803680368037,678.0
35123533900.0,3.0373037303730372,676.0
35127528100.0,3.037803780378038,678.0
35131513300.0,3.0383038303830383,678.0
35135513500.0,3.0388038803880386,678.0
35139530800.0,3.0393039303930394,678.0
35143521200.0,3.0398039803980397,679.0
35147513500.0,3.0403040304030404,679.0
35151514600.0,3.0408040804080407,678.0
35155605000.0,3.0413041304130415,679.0
35159527500.0,3.041804180418042,679.0
35163519300.0,3.042304230423042,679.0
35167515300.0,3.042804280428043,678.0
35171549400.0,3.043304330433043,678.0
35175539800.0,3.043804380438044,679.0
35179521500.0,3.044304430443044,680.0
35183526000.0,3.044804480448045,680.0
35187550700.0,3.0453045304530453,679.0
35191532000.0,3.045804580458046,679.0
35195524800.0,3.0463046304630463,680.0
35199520600.0,3.0468046804680466,680.0
35203530800.0,3.0473047304730474,680.0
35207528800.0,3.0478047804780477,680.0
35211520800.0,3.0483048304830485,680.0
35215521600.0,3.0488048804880488,681.0
35219533900.0,3.0493049304930495,681.0
35223520300.0,3.04980498049805,681.0
35227535100.0,3.05030503050305,680.0
35231519700.0,3.050805080508051,680.0
35235551700.0,3.051305130513051,681.0
35239541000.0,3.051805180518052,681.0
35243540300.0,3.0523052305230522,682.0
35247525900.0,3.052805280528053,681.0
35251542300.0,3.0533053305330533,681.0
35255528300.0,3.0538053805380536,682.0
35259540100.0,3.0543054305430544,682.0
35263526200.0,3.0548054805480547,682.0
35267544400.0,3.0553055305530554,681.0
35271530400.0,3.0558055805580557,682.0
35275530600.0,3.0563056305630565,682.0
35279531700.0,3.056805680568057,682.0
35283538300.0,3.057305730573057,683.0
35287530800.0,3.057805780578058,682.0
35291539100.0,3.058305830583058,682.0
35295536500.0,3.058805880588059,683.0
35299530600.0,3.059305930593059,683.0
35303552600.0,3.05980598059806,683.0
35307532100.0,3.0603060306030603,682.0
35311560000.0,3.060806080608061,682.0
35315573300.0,3.0613061306130613,684.0
35319545200.0,3.0618061806180616,683.0
35323533300.0,3.0623062306230624,684.0
35327551200.0,3.0628062806280627,683.0
35331550800.0,3.0633063306330635,683.0
35335542000.0,3.0638063806380638,684.0
35339535300.0,3.0643064306430645,684.0
35343546600.0,3.064806480648065,684.0
35347539300.0,3.065306530653065,684.0
35351544000.0,3.065806580658066,684.0
35355538600.0,3.066306630663066,685.0
35359551400.0,3.066806680668067,684.0
35363537500.0,3.0673067306730672,685.0
35367552600.0,3.067806780678068,684.0
35371535700.0,3.0683068306830683,684.0
35375552900.0,3.0688068806880686,685.0
35379537200.0,3.0693069306930694,685.0
35383539500.0,3.0698069806980697,686.0
35387553000.0,3.0703070307030704,685.0
35391549200.0,3.0708070807080707,685.0
35395545800.0,3.0713071307130715,685.0
35399543000.0,3.071807180718072,685.0
35403543300.0,3.072307230723072,686.0
35407559500.0,3.072807280728073,685.0
35411555000.0,3.073307330733073,685.0
35415546600.0,3.073807380738074,686.0
35419544300.0,3.074307430743074,686.0
35423560200.0,3.074807480748075,687.0
35427555300.0,3.0753075307530753,686.0
35431552100.0,3.075807580758076,686.0
35435547100.0,3.0763076307630763,687.0
35439563000.0,3.0768076807680766,687.0
35443555100.0,3.0773077307730774,687.0
35447547700.0,3.0778077807780777,686.0
35451545400.0,3.0783078307830785,687.0
35455565200.0,3.0788078807880788,687.0
35459558700.0,3.0793079307930795,688.0
35463554900.0,3.07980798079808,688.0
35467549200.0,3.08030803080308,687.0
35471585200.0,3.080808080808081,687.0
35475551200.0,3.081308130813081,688.0
35479554300.0,3.081808180818082,688.0
35483551000.0,3.0823082308230823,688.0
35487568700.0,3.082808280828083,688.0
35491549100.0,3.0833083308330833,688.0
35495557900.0,3.0838083808380836,688.0
35499552700.0,3.0843084308430844,689.0
35503567300.0,3.0848084808480847,689.0
35507554600.0,3.0853085308530854,688.0
35511553400.0,3.0858085808580857,688.0
35515555300.0,3.0863086308630865,689.0
35519558100.0,3.086808680868087,689.0
35523555000.0,3.0873087308730875,689.0
35527574100.0,3.087808780878088,689.0
35531553700.0,3.088308830883088,689.0
35535587400.0,3.088808880888089,690.0
35539558600.0,3.0893089308930892,689.0
35543566400.0,3.08980898089809,690.0
35547560300.0,3.0903090309030903,690.0
35551568800.0,3.090809080908091,689.0
35555559100.0,3.0913091309130913,690.0
35559577000.0,3.0918091809180916,690.0
35563559500.0,3.0923092309230924,691.0
35567570000.0,3.0928092809280927,690.0
35571569600.0,3.0933093309330935,690.0
35575563400.0,3.0938093809380938,691.0
35579566300.0,3.0943094309430945,691.0
35583572100.0,3.094809480948095,691.0
35587573200.0,3.095309530953095,690.0
35591560300.0,3.095809580958096,690.0
35595568500.0,3.096309630963096,691.0
35599580700.0,3.096809680968097,691.0
35603581500.0,3.0973097309730973,692.0
35607566500.0,3.097809780978098,691.0
35611583800.0,3.0983098309830983,692.0
35615570700.0,3.0988098809880986,692.0
35619567300.0,3.0993099309930994,692.0
35623566000.0,3.0998099809980997,692.0
35627584400.0,3.1003100310031004,692.0
35631568200.0,3.1008100810081007,692.0
35635581100.0,3.1013101310131015,692.0
35639570200.0,3.101810181018102,692.0
35643581400.0,3.1023102310231025,693.0
35647571400.0,3.102810281028103,692.0
35651566700.0,3.103310331033103,692.0
35655567000.0,3.103810381038104,693.0
35659581400.0,3.1043104310431042,694.0
35663571700.0,3.104810481048105,693.0
35667572200.0,3.1053105310531053,693.0
35671573900.0,3.105810581058106,692.0
35675581200.0,3.1063106310631063,693.0
35679578500.0,3.1068106810681066,694.0
35683581200.0,3.1073107310731074,694.0
35687575500.0,3.1078107810781077,693.0
35691578600.0,3.1083108310831085,693.0
35695577400.0,3.1088108810881088,694.0
35699574600.0,3.1093109310931095,694.0
35703575300.0,3.10981098109811,694.0
35707576800.0,3.11031103110311,693.0
35711580100.0,3.110811081108111,694.0
35715579800.0,3.111311131113111,694.0
35719577400.0,3.111811181118112,695.0
35723581500.0,3.1123112311231123,695.0
35727593800.0,3.112811281128113,694.0
35731579500.0,3.1133113311331133,694.0
35735579100.0,3.1138113811381136,695.0
35739583300.0,3.1143114311431144,695.0
35743599300.0,3.1148114811481147,695.0
35747590400.0,3.1153115311531154,695.0
35751586900.0,3.1158115811581157,695.0
35755585500.0,3.1163116311631165,696.0
35759599600.0,3.116811681168117,696.0
35763591500.0,3.1173117311731176,696.0
35767687800.0,3.117811781178118,696.0
35771589300.0,3.118311831183118,695.0
35775591700.0,3.118811881188119,696.0
35779581800.0,3.1193119311931192,696.0
35783596900.0,3.11981198119812,697.0
35787586700.0,3.1203120312031203,696.0
35791601800.0,3.120812081208121,696.0
35795587400.0,3.1213121312131213,697.0
35799594800.0,3.1218121812181217,697.0
35803586600.0,3.1223122312231224,697.0
35807582300.0,3.1228122812281227,697.0
35811587200.0,3.1233123312331235,697.0
35815595800.0,3.1238123812381238,698.0
35819590400.0,3.1243124312431245,698.0
35823588700.0,3.124812481248125,698.0
35827600800.0,3.125312531253125,697.0
35831597000.0,3.125812581258126,698.0
35835597800.0,3.126312631263126,699.0
35839592000.0,3.126812681268127,698.0
35843599600.0,3.1273127312731273,698.0
35847610500.0,3.127812781278128,698.0
35851594100.0,3.1283128312831283,698.0
35855599500.0,3.1288128812881286,699.0
35859609900.0,3.1293129312931294,699.0
35863604200.0,3.1298129812981297,699.0
35867594100.0,3.1303130313031304,698.0
35871596900.0,3.1308130813081307,698.0
35875596100.0,3.1313131313131315,699.0
35879604100.0,3.131813181318132,699.0
35883599000.0,3.1323132313231326,700.0
35887598400.0,3.132813281328133,699.0
35891598700.0,3.133313331333133,699.0
35895614900.0,3.133813381338134,700.0
35899622200.0,3.1343134313431342,700.0
35903659100.0,3.134813481348135,700.0
35907635600.0,3.1353135313531353,700.0
35911637200.0,3.135813581358136,700.0
35915617300.0,3.1363136313631363,700.0
35919600500.0,3.1368136813681367,700.0
35923601100.0,3.1373137313731374,701.0
35927629400.0,3.1378137813781377,700.0
35931608900.0,3.1383138313831385,700.0
35935603600.0,3.1388138813881388,701.0
35939603700.0,3.1393139313931395,701.0
35943620400.0,3.13981398139814,701.0
35947602700.0,3.14031403140314,701.0
35951604000.0,3.140814081408141,701.0
35955602400.0,3.141314131413141,702.0
35959631400.0,3.141814181418142,701.0
35963605600.0,3.1423142314231423,702.0
35967607600.0,3.142814281428143,701.0
35971608900.0,3.1433143314331433,701.0
35975610800.0,3.1438143814381436,702.0
35979612200.0,3.1443144314431444,702.0
35983609600.0,3.1448144814481447,702.0
35987609200.0,3.1453145314531454,702.0
35991611900.0,3.1458145814581457,702.0
35995611800.0,3.1463146314631465,703.0
35999630300.0,3.146814681468147,703.0
36003625000.0,3.1473147314731476,703.0
36007613700.0,3.147814781478148,703.0
36011616700.0,3.148314831483148,702.0
