t,vout,code,vout_meas,vref
461388799300.0,0.0,0.0,0.0,4.612510532594828
461388942600.0,0.0005631193422774787,0.0,0.0005631193422774787,4.612510532594828
461389145800.0,0.0011262386845549573,0.0,0.0011262386845549573,4.612510532594828
461389328600.0,0.001689358026832436,0.0,0.001689358026832436,4.612510532594828
461389504700.0,0.0022524773691099146,0.0,0.0022524773691099146,4.612510532594828
461389673300.0,0.0028155967113873935,0.0,0.0028155967113873935,4.612510532594828
461389839700.0,0.003378716053664872,0.0,0.003378716053664872,4.612510532594828
461389989500.0,0.00394183539594235,0.0,0.00394183539594235,4.612510532594828
461390131400.0,0.004504954738219829,0.0,0.004504954738219829,4.612510532594828
461390276800.0,0.005068074080497308,0.0,0.005068074080497308,4.612510532594828
461392177200.0,0.005631193422774787,0.0,0.005631193422774787,4.612510532594828
461392322300.0,0.006194312765052265,0.0,0.006194312765052265,4.612510532594828
461392500300.0,0.006757432107329744,0.0,0.006757432107329744,4.612510532594828
461392672100.0,0.007320551449607223,1.0,0.007320551449607223,4.612510532594828
461392835400.0,0.0078836707918847,1.0,0.0078836707918847,4.612510532594828
461393010800.0,0.00844679013416218,2.0,0.00844679013416218,4.612510532594828
461393172600.0,0.009009909476439659,1.0,0.009009909476439659,4.612510532594828
461393320800.0,0.009573028818717137,2.0,0.009573028818717137,4.612510532594828
461393477700.0,0.010136148160994616,2.0,0.010136148160994616,4.612510532594828
461393634700.0,0.010699267503272094,1.0,0.010699267503272094,4.612510532594828
461393795300.0,0.011262386845549574,2.0,0.011262386845549574,4.612510532594828
461396201700.0,0.011825506187827052,2.0,0.011825506187827052,4.612510532594828
461396348100.0,0.01238862553010453,1.0,0.01238862553010453,4.612510532594828
461396535600.0,0.01295174487238201,2.0,0.01295174487238201,4.612510532594828
461396736500.0,0.013514864214659488,2.0,0.013514864214659488,4.612510532594828
461396930700.0,0.014077983556936966,2.0,0.014077983556936966,4.612510532594828
461397109000.0,0.014641102899214446,3.0,0.014641102899214446,4.612510532594828
461397279100.0,0.015204222241491924,2.0,0.015204222241491924,4.612510532594828
461397422300.0,0.0157673415837694,3.0,0.0157673415837694,4.612510532594828
461397563300.0,0.01633046092604688,3.0,0.01633046092604688,4.612510532594828
461397706700.0,0.01689358026832436,3.0,0.01689358026832436,4.612510532594828
461397963900.0,0.01745669961060184,3.0,0.01745669961060184,4.612510532594828
461399792100.0,0.018019818952879317,3.0,0.018019818952879317,4.612510532594828
461399939200.0,0.018582938295156795,3.0,0.018582938295156795,4.612510532594828
461400094400.0,0.019146057637434273,4.0,0.019146057637434273,4.612510532594828
461400360800.0,0.019709176979711755,4.0,0.019709176979711755,4.612510532594828
461400527900.0,0.020272296321989233,4.0,0.020272296321989233,4.612510532594828
461400701900.0,0.02083541566426671,4.0,0.02083541566426671,4.612510532594828
461400915400.0,0.02139853500654419,4.0,0.02139853500654419,4.612510532594828
461401062400.0,0.021961654348821667,4.0,0.021961654348821667,4.612510532594828
461401243600.0,0.022524773691099148,4.0,0.022524773691099148,4.612510532594828
461401408000.0,0.023087893033376626,5.0,0.023087893033376626,4.612510532594828
461403765500.0,0.023651012375654104,4.0,0.023651012375654104,4.612510532594828
461403933300.0,0.024214131717931582,5.0,0.024214131717931582,4.612510532594828
461404106600.0,0.02477725106020906,5.0,0.02477725106020906,4.612510532594828
461404257600.0,0.025340370402486538,5.0,0.025340370402486538,4.612510532594828
461404424700.0,0.02590348974476402,5.0,0.02590348974476402,4.612510532594828
461404596100.0,0.026466609087041498,5.0,0.026466609087041498,4.612510532594828
461404791700.0,0.027029728429318976,5.0,0.027029728429318976,4.612510532594828
461404963900.0,0.027592847771596454,5.0,0.027592847771596454,4.612510532594828
461405127800.0,0.02815596711387393,6.0,0.02815596711387393,4.612510532594828
461405278900.0,0.028719086456151413,6.0,0.028719086456151413,4.612510532594828
461405434000.0,0.02928220579842889,6.0,0.02928220579842889,4.612510532594828
461407790300.0,0.02984532514070637,6.0,0.02984532514070637,4.612510532594828
461407936800.0,0.030408444482983847,6.0,0.030408444482983847,4.612510532594828
461408091700.0,0.030971563825261325,7.0,0.030971563825261325,4.612510532594828
461408256500.0,0.0315346831675388,6.0,0.0315346831675388,4.612510532594828
461408418300.0,0.03209780250981628,6.0,0.03209780250981628,4.612510532594828
461408573800.0,0.03266092185209376,6.0,0.03266092185209376,4.612510532594828
461408750000.0,0.033224041194371244,7.0,0.033224041194371244,4.612510532594828
461408908200.0,0.03378716053664872,7.0,0.03378716053664872,4.612510532594828
461409066000.0,0.0343502798789262,7.0,0.0343502798789262,4.612510532594828
461409193000.0,0.03491339922120368,7.0,0.03491339922120368,4.612510532594828
461409335300.0,0.035476518563481156,7.0,0.035476518563481156,4.612510532594828
461411223000.0,0.036039637905758634,7.0,0.036039637905758634,4.612510532594828
461411368700.0,0.03660275724803611,7.0,0.03660275724803611,4.612510532594828
461411526500.0,0.03716587659031359,7.0,0.03716587659031359,4.612510532594828
461411693700.0,0.03772899593259107,8.0,0.03772899593259107,4.612510532594828
461411827300.0,0.038292115274868546,8.0,0.038292115274868546,4.612510532594828
461411952400.0,0.038855234617146024,8.0,0.038855234617146024,4.612510532594828
461412073000.0,0.03941835395942351,8.0,0.03941835395942351,4.612510532594828
461412181100.0,0.03998147330170099,8.0,0.03998147330170099,4.612510532594828
461412288500.0,0.040544592643978465,8.0,0.040544592643978465,4.612510532594828
461412441700.0,0.04110771198625594,9.0,0.04110771198625594,4.612510532594828
461414778200.0,0.04167083132853342,9.0,0.04167083132853342,4.612510532594828
